name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,actual_price
Skoda Rapid,2009,864916,92453,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,15.1,1096,99.86,348.06,5,1120356.6086550571
Toyota Innova,2021,255441,49706,LPG,Individual,Automatic,Fourth & Above Owner,12.18,2869,103.13,230.75,4,350884.6911808846
Hyundai i20,2008,1127417,108233,LPG,Dealer,Automatic,Third Owner,12.02,1505,185.83,258.04,6,1343058.76152212
Volkswagen Polo,2012,763980,54494,Electric,Trustmark Dealer,Manual,Second Owner,19.79,1667,97.76,222.1,7,982599.2959927056
Toyota Innova,2012,1031632,113822,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,28.63,1103,174.01,96.74,6,1235060.135768744
Volkswagen Polo,2009,412516,46840,Petrol,Individual,Manual,First Owner,21.89,2232,62.68,186.09,7,551203.6135918567
Hyundai Creta,2009,50000,116646,Electric,Trustmark Dealer,Automatic,Third Owner,14.26,2393,85.58,235.26,5,61711.477831077485
Mahindra XUV500,2017,416018,63232,LPG,Individual,Manual,Third Owner,18.6,2309,75.32,109.9,4,573989.7685622617
Hyundai Creta,2005,828878,178146,LPG,Dealer,Manual,Second Owner,17.63,2988,99.52,275.1,7,1170408.0837513823
Honda City,2019,831759,132178,Diesel,Dealer,Automatic,Fourth & Above Owner,22.95,1528,105.4,344.24,6,918835.9171274132
Toyota Innova,2014,736259,123328,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,19.45,1783,177.22,207.0,4,911612.642757222
Hyundai Creta,2005,50000,7598,Electric,Trustmark Dealer,Automatic,First Owner,25.37,1505,71.29,302.13,5,65726.81338410241
Kia Seltos,2008,140426,128086,LPG,Dealer,Automatic,Second Owner,18.95,2238,186.43,262.29,5,164203.80103492225
Renault Duster,2006,50000,154907,LPG,Dealer,Automatic,Fourth & Above Owner,16.4,2145,114.45,179.08,5,56839.3119974417
Hyundai i20,2014,855833,36837,Electric,Individual,Automatic,Fourth & Above Owner,14.14,1249,68.5,226.62,5,1042661.7550366028
Maruti Swift,2015,1178655,137914,Diesel,Trustmark Dealer,Manual,First Owner,28.88,1555,59.27,140.5,7,1391172.207291607
Ford Ecosport,2023,647723,133575,CNG,Trustmark Dealer,Automatic,First Owner,18.0,1231,89.81,261.91,6,794287.7993964124
Tata Nexon,2014,421225,58559,CNG,Individual,Automatic,Second Owner,24.61,1132,127.78,140.99,5,555978.9862000243
Volkswagen Polo,2020,492274,90668,LPG,Dealer,Manual,Fourth & Above Owner,33.84,1367,157.84,277.57,4,587675.5520542911
Maruti Baleno,2009,872746,98453,LPG,Individual,Manual,First Owner,14.1,2060,170.76,100.16,4,1281868.101791874
Mahindra XUV500,2008,925064,157743,Electric,Dealer,Automatic,First Owner,18.69,1276,51.75,258.5,4,1294862.2211189845
Mahindra XUV500,2018,650635,105597,Electric,Dealer,Manual,First Owner,34.07,1040,124.79,326.77,7,903830.2313779468
Hyundai i20,2007,668641,9124,CNG,Dealer,Automatic,Fourth & Above Owner,34.29,2389,115.3,267.98,7,910213.2936044984
Maruti Baleno,2013,390164,163158,Petrol,Trustmark Dealer,Automatic,First Owner,17.11,1504,72.25,247.2,4,431677.0990505118
Maruti Baleno,2012,655621,99096,Electric,Dealer,Manual,Third Owner,22.28,1433,67.11,217.6,5,804992.025715302
Hyundai i20,2023,790108,36638,CNG,Dealer,Manual,Second Owner,23.17,1982,141.22,165.11,7,1121506.2126726196
Maruti Baleno,2019,630425,76764,CNG,Individual,Manual,Fourth & Above Owner,15.06,2266,88.26,329.05,6,825322.4817320307
Honda City,2008,750450,108629,Diesel,Individual,Automatic,Third Owner,22.6,1698,108.21,227.82,5,863919.605054465
Skoda Rapid,2017,413281,166378,Petrol,Dealer,Manual,Third Owner,26.3,2834,92.54,185.86,7,461718.4487596231
Hyundai Creta,2013,638678,136837,LPG,Individual,Manual,Second Owner,27.74,1536,109.21,271.36,4,930235.1864648408
Volkswagen Polo,2006,114342,93726,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,29.95,1575,198.85,264.53,7,145676.0304734227
Maruti Baleno,2020,1264844,172600,Petrol,Individual,Automatic,Third Owner,34.28,1301,87.63,129.45,7,1399464.9860784016
Skoda Rapid,2014,724739,35999,Petrol,Trustmark Dealer,Automatic,First Owner,26.06,1355,100.62,114.21,5,812044.4190835124
Maruti Swift,2021,1362444,43425,CNG,Dealer,Manual,Third Owner,22.94,1600,138.37,347.77,7,1904325.7880183705
Ford Ecosport,2008,857860,66390,Electric,Individual,Automatic,Third Owner,30.91,2155,193.83,226.82,6,1089200.9641602424
Tata Nexon,2022,768813,138410,Electric,Dealer,Automatic,Second Owner,32.31,2030,140.82,163.7,5,1064239.8234220576
Kia Seltos,2019,658742,131566,LPG,Individual,Manual,Third Owner,19.46,2225,58.98,165.58,7,955737.6617168128
Toyota Innova,2015,1148133,95825,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,24.14,1507,135.1,227.34,7,1466764.5427812198
Ford Ecosport,2016,1156427,132838,CNG,Dealer,Manual,Third Owner,23.63,2157,131.48,200.85,7,1357841.5873552752
Maruti Baleno,2007,50000,182390,LPG,Individual,Automatic,Third Owner,15.05,1100,116.26,198.3,7,71965.41693661454
Maruti Baleno,2017,189393,88607,Diesel,Individual,Automatic,Third Owner,28.93,2070,166.75,106.6,4,248557.5114542173
Toyota Innova,2013,331170,170680,LPG,Individual,Manual,First Owner,11.45,948,73.81,269.23,7,446163.227298905
Renault Duster,2018,281680,28241,Electric,Dealer,Manual,First Owner,21.68,1069,154.1,172.83,5,356693.3742693514
Toyota Innova,2010,50000,84788,Electric,Trustmark Dealer,Manual,Second Owner,14.95,2675,85.59,204.84,7,65367.81599405346
Maruti Swift,2022,665964,159803,CNG,Dealer,Manual,Second Owner,13.49,2633,111.51,135.67,6,777913.7538166101
Renault Duster,2005,50000,140771,Petrol,Dealer,Manual,First Owner,24.82,1596,135.6,301.75,7,59843.91046352709
Mahindra XUV500,2007,50000,50916,CNG,Dealer,Manual,Second Owner,22.79,2210,155.71,259.35,7,70238.6007973976
Volkswagen Polo,2011,1088041,122002,Diesel,Individual,Manual,First Owner,16.64,898,85.65,138.8,5,1273002.962530376
Maruti Swift,2020,329247,157384,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,18.35,1617,101.8,287.68,4,428177.6825130428
Honda City,2019,1267619,116425,Electric,Individual,Manual,First Owner,12.1,1206,162.22,325.4,5,1487131.225834751
Maruti Baleno,2022,408853,77405,CNG,Trustmark Dealer,Manual,Third Owner,23.61,1567,82.29,297.98,6,574111.5689751273
Toyota Innova,2023,1177812,77487,Diesel,Individual,Manual,Third Owner,34.88,1674,66.76,225.57,4,1652642.5035304213
Hyundai i20,2011,995953,199398,CNG,Individual,Manual,Second Owner,17.07,2368,147.55,256.48,4,1303823.1922723874
Maruti Baleno,2006,483427,126238,Diesel,Dealer,Automatic,Third Owner,20.22,1432,173.04,154.55,6,711482.9205518549
Volkswagen Polo,2012,70753,117362,LPG,Individual,Manual,Second Owner,15.41,2689,169.45,289.39,6,102435.28303933378
Hyundai i20,2005,50000,111453,LPG,Trustmark Dealer,Manual,First Owner,30.63,2039,171.28,238.9,4,69484.44878113591
Hyundai i20,2007,711116,26829,CNG,Dealer,Manual,Fourth & Above Owner,27.28,2838,176.92,296.53,5,816004.2542483575
Hyundai Creta,2007,50000,175034,Diesel,Dealer,Automatic,Second Owner,26.56,2627,137.81,112.36,6,67058.12626131365
Honda City,2008,621040,65951,Diesel,Individual,Automatic,First Owner,27.94,1109,165.05,285.11,4,928877.2512199763
Hyundai Creta,2011,76639,69131,CNG,Trustmark Dealer,Automatic,Third Owner,21.88,2089,149.26,218.12,4,106778.60266918923
Toyota Innova,2011,1250466,191496,CNG,Individual,Manual,Third Owner,14.31,2445,60.09,251.98,4,1678820.0316907018
Tata Nexon,2013,1096394,12547,Diesel,Trustmark Dealer,Manual,Third Owner,12.77,2124,62.18,119.09,4,1448886.4757925712
Hyundai Creta,2012,236052,91966,Petrol,Individual,Automatic,Third Owner,20.16,876,197.56,311.02,4,312969.18007763143
Tata Nexon,2019,231687,107137,Petrol,Dealer,Automatic,Third Owner,27.84,2604,177.46,269.96,7,255408.22436579
Skoda Rapid,2012,788819,10033,CNG,Trustmark Dealer,Manual,Second Owner,29.53,2696,149.21,313.88,6,966053.6343214072
Maruti Baleno,2014,1194272,52564,Electric,Individual,Automatic,Second Owner,25.25,1357,150.24,139.93,6,1645205.470728255
Renault Duster,2021,1154175,5034,Diesel,Dealer,Manual,First Owner,26.23,1767,73.09,195.55,6,1273231.0993570664
Hyundai Creta,2007,823780,85994,Diesel,Dealer,Automatic,First Owner,19.2,1803,119.73,281.47,7,922000.9537341988
Maruti Baleno,2019,631652,146157,Petrol,Individual,Automatic,Second Owner,17.97,2206,101.17,227.53,5,946891.818792252
Hyundai i20,2009,983591,11425,Electric,Individual,Automatic,First Owner,32.98,1706,107.44,204.25,5,1101142.4757762668
Hyundai Creta,2020,579911,34129,Petrol,Trustmark Dealer,Automatic,Second Owner,17.01,2608,76.78,134.64,7,765216.9341363296
Tata Nexon,2019,730833,24636,Petrol,Trustmark Dealer,Automatic,First Owner,10.39,2711,111.94,279.14,4,889282.257545565
Tata Nexon,2005,946083,104581,Electric,Dealer,Manual,Fourth & Above Owner,24.49,2278,79.73,233.33,4,1194932.5045761669
Ford Ecosport,2013,1209001,12513,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,16.56,2834,139.71,298.87,5,1623201.5559316075
Tata Nexon,2012,711772,126495,Petrol,Individual,Manual,Fourth & Above Owner,32.55,1082,159.41,307.45,7,981069.7187724418
Honda City,2011,697465,72334,Diesel,Trustmark Dealer,Automatic,Third Owner,29.06,1110,103.55,252.63,4,909982.117523019
Kia Seltos,2018,558480,19006,Electric,Individual,Manual,Fourth & Above Owner,10.87,2686,142.14,256.28,5,788488.9260439891
Mahindra XUV500,2018,602430,100252,Petrol,Dealer,Manual,Fourth & Above Owner,11.24,2426,163.39,129.03,6,678321.5240767751
Honda City,2017,642282,7828,Electric,Individual,Manual,Third Owner,12.89,1622,113.91,138.84,4,729067.4088045388
Hyundai i20,2005,184814,194108,LPG,Trustmark Dealer,Manual,Third Owner,20.48,2130,74.25,278.21,5,247406.74427657333
Toyota Innova,2013,336029,23200,LPG,Individual,Automatic,First Owner,11.52,1035,100.37,193.38,7,423489.4831270929
Volkswagen Polo,2006,870862,52918,CNG,Dealer,Automatic,Fourth & Above Owner,11.51,2320,155.5,248.03,7,1198723.1743977133
Mahindra XUV500,2019,112961,42077,Electric,Individual,Automatic,Fourth & Above Owner,12.77,1315,76.31,93.74,6,138939.62129371671
Hyundai Creta,2020,656503,179859,CNG,Dealer,Automatic,Fourth & Above Owner,27.85,1194,131.17,199.73,4,964580.4467687436
Toyota Innova,2014,658026,69452,Diesel,Dealer,Automatic,Second Owner,33.63,1863,85.07,307.09,4,855368.4371459639
Hyundai i20,2018,828964,128470,CNG,Trustmark Dealer,Manual,Third Owner,28.85,2336,95.49,328.24,4,938920.8380523336
Hyundai Creta,2018,791752,191773,Diesel,Individual,Automatic,Third Owner,29.53,2383,94.21,288.98,4,905924.1939343752
Mahindra XUV500,2013,1042956,87339,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,25.64,2583,104.52,99.54,6,1190877.8154748576
Volkswagen Polo,2009,735869,197194,CNG,Dealer,Automatic,First Owner,25.22,2050,130.18,229.37,7,969468.9386031964
Hyundai Creta,2022,746673,97454,CNG,Individual,Manual,Second Owner,10.27,1695,195.45,225.41,6,1089947.252789818
Kia Seltos,2009,50000,142250,Diesel,Dealer,Manual,Third Owner,14.11,2124,76.68,313.25,6,70396.26671917086
Maruti Baleno,2020,679337,124904,Electric,Individual,Automatic,Fourth & Above Owner,34.76,1782,176.88,168.87,6,775406.079883847
Ford Ecosport,2006,695949,132420,LPG,Trustmark Dealer,Automatic,Third Owner,21.62,2383,92.78,177.02,7,937508.0182647556
Renault Duster,2005,50000,135045,Electric,Dealer,Automatic,First Owner,29.11,1637,190.74,177.79,4,58690.96471239483
Renault Duster,2014,1199095,18047,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,20.01,2619,78.62,204.91,4,1653256.3670697587
Renault Duster,2012,76276,158995,Diesel,Individual,Automatic,First Owner,15.36,1003,140.11,162.14,4,97138.40726994412
Ford Ecosport,2022,892416,44705,Petrol,Trustmark Dealer,Manual,Second Owner,14.45,2370,149.23,230.68,6,1333744.8198035634
Maruti Swift,2006,932798,131224,Electric,Individual,Manual,Second Owner,17.84,969,103.77,197.39,5,1323667.2608030064
Toyota Innova,2016,561014,162559,Petrol,Dealer,Automatic,First Owner,17.52,2957,68.15,178.52,7,635320.5325339487
Skoda Rapid,2019,195647,65218,LPG,Dealer,Automatic,Third Owner,16.11,980,193.43,177.95,6,237062.6501257564
Ford Ecosport,2022,837010,13206,Petrol,Individual,Automatic,Fourth & Above Owner,34.11,1227,139.94,122.73,6,1110206.31751683
Maruti Swift,2023,884310,53680,CNG,Trustmark Dealer,Automatic,Second Owner,24.22,2626,177.06,141.59,6,1244587.0450575233
Toyota Innova,2014,1150284,18309,Diesel,Individual,Automatic,Fourth & Above Owner,13.07,1375,168.35,328.2,4,1363007.0925734795
Ford Ecosport,2017,86679,25409,LPG,Dealer,Automatic,Fourth & Above Owner,21.15,1186,53.44,214.06,6,107558.97740521508
Toyota Innova,2018,950004,108087,Electric,Dealer,Manual,Second Owner,32.35,2538,120.46,99.27,7,1080186.0560440433
Renault Duster,2007,50000,12565,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,22.25,2588,170.33,275.72,6,73287.27696233003
Ford Ecosport,2013,227690,85215,Diesel,Individual,Manual,Fourth & Above Owner,14.48,1382,96.59,143.99,6,303509.5847828254
Volkswagen Polo,2013,1092040,28417,CNG,Individual,Automatic,First Owner,15.02,2106,180.84,272.38,4,1583858.245524306
Maruti Baleno,2006,50000,18792,LPG,Individual,Automatic,Fourth & Above Owner,28.29,1061,182.96,104.11,4,57118.71185558129
Kia Seltos,2006,792367,194214,CNG,Trustmark Dealer,Automatic,Second Owner,10.18,2133,52.55,324.53,7,1182889.6183805412
Kia Seltos,2017,1354447,12615,LPG,Individual,Manual,First Owner,17.42,2413,131.2,189.7,6,1731605.3215614588
Maruti Baleno,2017,305226,88831,CNG,Dealer,Automatic,Third Owner,31.27,2682,146.42,256.18,6,427889.2475083981
Kia Seltos,2018,300481,170711,Electric,Individual,Automatic,Third Owner,34.35,2041,179.74,191.45,6,403408.6109404021
Skoda Rapid,2015,636635,17302,Electric,Individual,Automatic,First Owner,25.5,803,165.38,140.86,7,953116.478777915
Mahindra XUV500,2019,400075,139397,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,16.16,2030,179.1,340.15,6,456522.73145667306
Hyundai i20,2007,50000,169453,Electric,Dealer,Automatic,Third Owner,30.97,1478,189.18,195.0,4,61524.67585624644
Skoda Rapid,2005,435511,5562,CNG,Dealer,Automatic,Fourth & Above Owner,27.49,2717,99.59,335.01,6,557034.4262857583
Ford Ecosport,2009,931891,80548,Diesel,Dealer,Automatic,Second Owner,32.88,1431,126.76,271.89,4,1046058.038669512
Renault Duster,2015,913734,154715,Electric,Trustmark Dealer,Automatic,Second Owner,31.71,2961,60.34,250.24,4,1237041.1277700355
Renault Duster,2009,50000,25244,Petrol,Trustmark Dealer,Automatic,Third Owner,33.31,2199,124.63,193.68,7,61610.34065678742
Ford Ecosport,2017,981571,172298,Electric,Dealer,Automatic,Second Owner,16.83,1226,73.28,155.13,4,1307717.8901731337
Honda City,2009,197209,127031,Electric,Trustmark Dealer,Manual,First Owner,12.06,1800,144.51,129.07,5,278020.62234075746
Renault Duster,2019,447892,158598,Petrol,Individual,Automatic,Fourth & Above Owner,29.97,1153,136.48,182.72,6,600986.658371847
Mahindra XUV500,2016,941394,95480,Petrol,Individual,Manual,First Owner,17.46,2522,182.16,347.41,5,1225887.5856140228
Toyota Innova,2020,1264054,30739,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,26.41,1565,69.1,91.43,5,1841203.3796207623
Kia Seltos,2005,414442,33771,CNG,Individual,Manual,Fourth & Above Owner,14.62,2152,179.65,267.42,6,621227.322890688
Hyundai i20,2017,734627,114674,Diesel,Individual,Manual,Fourth & Above Owner,15.57,1312,125.94,103.33,4,915492.9170468964
Mahindra XUV500,2022,307392,57247,CNG,Trustmark Dealer,Automatic,Second Owner,31.08,2703,170.2,348.91,5,375095.37793087657
Maruti Baleno,2021,1090473,31081,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,23.35,1205,100.37,339.96,6,1274868.1405952668
Tata Nexon,2009,1087679,35454,Diesel,Dealer,Manual,Third Owner,31.81,2304,126.07,303.58,6,1510909.7484632249
Toyota Innova,2009,750328,61868,Electric,Dealer,Automatic,Second Owner,17.27,2259,108.23,229.48,7,1124951.2591285866
Renault Duster,2009,536379,68782,Electric,Dealer,Automatic,First Owner,23.25,2145,107.58,92.07,5,687459.697820148
Honda City,2022,684114,71832,Electric,Individual,Manual,Third Owner,34.14,2025,88.73,315.53,5,988301.911329932
Maruti Swift,2006,50000,183177,Petrol,Trustmark Dealer,Automatic,First Owner,34.87,2248,112.87,187.66,6,58683.24492236588
Skoda Rapid,2014,50000,83207,LPG,Trustmark Dealer,Manual,Third Owner,21.45,1305,188.64,210.6,4,58687.68641451583
Maruti Swift,2016,50000,77517,Petrol,Trustmark Dealer,Automatic,Third Owner,33.1,1729,68.78,166.01,4,56817.20891860084
Kia Seltos,2018,1013754,48768,Diesel,Individual,Manual,First Owner,23.34,958,123.74,113.58,7,1348347.663940362
Maruti Baleno,2005,312565,94061,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,14.61,1777,76.82,346.22,6,389469.9886538944
Renault Duster,2022,1210437,35659,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,10.68,1655,104.11,153.47,6,1386472.8432657216
Maruti Baleno,2007,241808,113505,Electric,Individual,Manual,Third Owner,13.75,1739,180.7,158.85,7,354071.85471710906
Ford Ecosport,2009,50000,35054,Petrol,Trustmark Dealer,Manual,Second Owner,28.62,2280,103.18,250.86,5,57267.99001433358
Ford Ecosport,2015,600602,97877,Electric,Individual,Automatic,Third Owner,19.75,1445,199.54,238.33,6,798083.2389961663
Maruti Swift,2009,206583,141811,Electric,Individual,Automatic,First Owner,28.71,2977,161.39,304.3,6,294463.59764963534
Kia Seltos,2020,1278249,144058,Petrol,Individual,Automatic,First Owner,34.48,2586,181.78,133.76,7,1715839.350920041
Tata Nexon,2018,858531,40167,CNG,Trustmark Dealer,Manual,Second Owner,17.32,1975,172.94,207.03,7,1165584.7159697746
Hyundai Creta,2014,895200,108171,Diesel,Dealer,Automatic,Fourth & Above Owner,29.61,2739,152.25,128.11,7,994498.1988885972
Ford Ecosport,2021,596131,164410,LPG,Dealer,Manual,Second Owner,18.89,1919,70.75,311.78,4,683372.267484459
Renault Duster,2021,773795,121759,Petrol,Trustmark Dealer,Automatic,Third Owner,12.44,1264,92.78,222.33,6,1108782.5175449946
Ford Ecosport,2009,610633,145433,LPG,Dealer,Automatic,Fourth & Above Owner,26.14,2598,107.74,106.58,4,741961.2832603685
Ford Ecosport,2021,528419,44273,CNG,Trustmark Dealer,Manual,Third Owner,20.38,826,155.74,282.0,5,678628.395671841
Volkswagen Polo,2019,1282438,101741,Electric,Trustmark Dealer,Automatic,First Owner,13.12,2767,117.24,299.97,6,1597367.2440524346
Mahindra XUV500,2010,768573,33504,LPG,Individual,Automatic,Fourth & Above Owner,34.73,954,78.03,295.07,6,1069226.2567296177
Hyundai i20,2009,696480,166720,Diesel,Individual,Automatic,Third Owner,20.98,1805,155.48,283.4,4,819920.3780037184
Hyundai i20,2008,1000187,65148,Electric,Individual,Manual,Second Owner,20.47,1250,62.22,266.55,7,1356026.9297858304
Hyundai Creta,2018,1039829,44677,CNG,Trustmark Dealer,Manual,Third Owner,31.01,1225,130.26,267.7,6,1256435.9921340218
Honda City,2023,304412,185658,CNG,Trustmark Dealer,Automatic,First Owner,23.26,2555,55.61,328.65,7,424761.2500275832
Kia Seltos,2010,623453,89018,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,13.16,1345,118.75,309.46,6,687033.1996812235
Hyundai Creta,2009,112291,34215,Petrol,Individual,Manual,Fourth & Above Owner,13.72,1570,120.58,257.6,6,155033.05570077137
Renault Duster,2009,956157,81539,Petrol,Trustmark Dealer,Automatic,Second Owner,12.72,1325,175.95,342.27,4,1319658.657695245
Renault Duster,2009,50000,102410,Diesel,Individual,Manual,Fourth & Above Owner,13.58,2715,173.61,298.75,6,64079.807549632016
Tata Nexon,2005,867710,118364,LPG,Individual,Manual,Fourth & Above Owner,11.93,1558,170.87,328.17,4,1134857.782221741
Mahindra XUV500,2010,54129,84593,LPG,Dealer,Manual,Second Owner,18.65,2072,120.47,197.14,4,62650.238355663816
Mahindra XUV500,2011,1161235,118212,CNG,Trustmark Dealer,Automatic,First Owner,24.02,2884,137.36,312.59,5,1564061.6375947972
Mahindra XUV500,2017,1230009,195207,Petrol,Dealer,Manual,Fourth & Above Owner,19.44,1524,197.48,150.3,5,1357060.9302325596
Maruti Baleno,2008,699103,29499,Petrol,Dealer,Automatic,Fourth & Above Owner,21.9,1267,52.98,349.25,5,802276.9327862309
Tata Nexon,2014,819551,56005,LPG,Trustmark Dealer,Automatic,Second Owner,33.9,955,66.19,279.87,4,1033979.2604441408
Volkswagen Polo,2005,562054,83420,CNG,Trustmark Dealer,Manual,First Owner,14.65,2660,188.71,319.3,4,786871.6348323809
Hyundai i20,2015,1178096,47472,CNG,Dealer,Automatic,Third Owner,11.15,1794,114.99,333.39,4,1572314.409593303
